height,length,radius
-0.47237848497069146,-0.4653064651781659,0.9409079081984332
-0.040631571213305295,0.8136801759203334,-0.8553811832581828
10.971096898354094,10.00117343545498,9.817888177862189
10.935512154196699,9.789594532391904,10.779160644301038
9.980889252566737,10.344120882782805,11.82889904658562
9.325603798198237,11.916822862235602,11.277232150092743
0.08365696633455177,0.8390579822770854,0.713461698991207
10.723833580272853,9.462260387229843,8.957943759707309
9.925844795648366,10.594668611045732,8.611388333273728
10.501539477607368,10.936264792276523,7.520293901162981
0.15132295883049907,0.6246075274534947,0.09809085506131604
9.880336661476184,12.18532313983718,9.074701141103361
0.9257851436293522,0.9691097659677674,0.9081418791952863
10.544960007852492,9.649166747816965,10.924245288223945
9.043422436841993,10.676751435688963,9.064322866730038
5.435753055573924,2.257293804086367,4.1743434624990945
9.811416108831205,10.813553790311415,8.956138298904637
6.110297168861391,1.626868496273575,5.844010639246923
3.641382975922816,2.202732244229736,4.9747821150500595
10.492327451505892,8.322588936047403,10.727878673862667
-0.010290628673334634,0.35665643184868573,1.0296585321828897
10.98720901974704,10.978837571404515,10.510720758725004
8.69368365853043,10.383755769599746,10.022071433206074
8.82842772886335,10.456813147344262,9.14428406119236
10.020433856605598,9.145453465920163,11.223270135398046
9.071218608800951,12.10580219767446,8.745528031626153
-0.7105251754686435,0.9378925492729753,-0.18419596649120995
10.253969682197248,9.707304458038111,9.665663048264499
11.08193290920101,9.203888801075069,11.29860547382541
1.994424991166734,1.1128407053901572,5.201116951103373
1.1489851320318092,2.153417683418872,3.967394319809478
0.12921891987685097,1.5678772284245859,0.7431133722931302
5.362312822253491,5.258053003880331,4.861011474074059
0.08267086127521006,0.3278031338400671,0.47138625745853646
9.419971409686111,10.558323919107606,8.74253483777142
1.1125102796384652,0.26901584470771,0.5584336094208986
5.339845270137947,5.287892182524054,4.50772876468689
9.080818717675765,8.528981173439156,10.176246861361845
1.9182053314047565,2.3764638473249606,4.767364783758155
10.295970938833138,10.485267826178614,11.931783077895496
0.5562623470029542,-0.7473237241791462,0.5810103254691913
0.6655583687784133,0.40600302860719817,1.6293109416763767
